UTM_x,UTM_y,S2004,S2005,S2006,S2007,S2008,S2009,S2010,S2011,S2012
570394.8315,1677210.904,0,0,0,0,0,0,0,0,NA
570390.9399,1677218.682,0,0,0,0,0,0,1,0,NA
570396.3726,1677206.093,1,1,0,NA,NA,NA,NA,NA,NA
570385.6769,1677209.364,0,0,0,0,0,1,0,0,NA
570396.8999,1677204.126,1,1,1,1,1,0,0,NA,NA
570396.991,1677204.152,1,1,1,1,1,0,0,0,0
570378.6872,1677214.722,0,0,0,0,0,NA,NA,NA,NA
570393.6184,1677204.705,0,1,0,1,1,0,1,1,0
570392.1102,1677202.404,0,0,0,NA,NA,NA,NA,NA,NA
570374.4262,1677207.219,0,0,0,0,0,0,0,NA,NA
570387.8054,1677204.383,1,1,1,1,1,NA,NA,NA,NA
570372.7654,1677206.909,0,0,0,0,0,1,0,0,0
570369.8974,1677212.524,0,0,0,0,1,0,0,NA,NA
570383.3389,1677205.383,0,0,0,1,1,0,0,NA,NA
570384.2903,1677206.845,0,0,0,0,0,0,0,0,0
570381.6685,1677203.629,0,0,0,1,1,NA,NA,NA,NA
570356.7046,1677203.206,0,0,0,0,0,0,0,NA,NA
570375.6735,1677202.493,0,0,0,0,0,NA,NA,NA,NA
570353.4232,1677203.785,0,0,0,0,0,0,0,0,0
570374.064,1677200.248,0,0,0,0,0,0,0,0,NA
570372.5131,1677204.378,0,0,0,0,0,0,0,0,0
570370.6713,1677200.201,0,0,0,NA,NA,NA,NA,NA,NA
570349.3717,1677205.244,0,0,0,0,0,0,0,0,0
570367.4521,1677196.475,0,0,0,0,0,0,0,0,0
570346.9115,1677203.008,0,0,0,0,0,0,0,0,0
570363.3389,1677200.713,0,0,0,0,0,0,0,1,1
570358.8836,1677198.579,0,0,0,NA,NA,NA,NA,NA,NA
570342.8806,1677203.54,0,0,0,0,0,0,0,0,NA
570354.7116,1677197.206,0,0,0,0,0,0,0,0,0
570355.2496,1677193.631,0,0,0,0,0,0,0,0,0
570339.9442,1677202.099,0,0,0,0,0,1,0,NA,NA
570352.009,1677193.119,1,1,0,0,0,0,0,0,0
570348.5252,1677193.046,1,1,1,1,1,0,0,0,NA
570336.0758,1677201.321,0,0,0,0,0,0,0,0,NA
570346.5595,1677195.955,1,1,1,1,1,NA,NA,NA,NA
570330.8821,1677196.771,0,0,0,0,0,0,0,0,0
570345.8921,1677192.965,0,1,0,0,0,0,0,0,0
570345.2245,1677190.737,0,0,0,0,0,0,0,0,NA
570330.4045,1677201.38,0,0,0,0,0,0,0,0,0
570337.8705,1677195.227,0,0,0,NA,NA,NA,NA,NA,NA
570337.7614,1677188.499,0,0,0,0,0,0,0,0,NA
570336.0074,1677194.266,0,0,0,0,0,0,0,0,0
570605.1809,1677211.09,0,0,0,0,0,NA,NA,NA,NA
570602.1751,1677210.32,0,0,0,NA,NA,NA,0,0,0
570605.088,1677200.061,0,0,0,0,0,NA,NA,NA,NA
570599.2141,1677207.272,1,1,1,0,0,0,0,0,0
570596.8421,1677203.028,0,0,0,0,0,0,0,NA,NA
570590.7441,1677207.85,0,0,1,NA,NA,NA,NA,NA,NA
570588.3337,1677198.472,0,0,0,NA,NA,NA,NA,NA,NA
570583.2792,1677199.466,0,0,1,NA,NA,NA,NA,NA,NA
570581.2562,1677207.409,0,0,0,1,1,1,NA,NA,NA
570579.0506,1677206.122,0,0,0,1,1,1,1,NA,NA
570579.1402,1677196.056,0,0,0,0,0,0,0,NA,NA
570580.1934,1677200.402,0,0,0,NA,NA,NA,NA,NA,NA
570568.9001,1677209.439,0,0,0,NA,NA,NA,NA,NA,NA
570579.6716,1677200.937,0,0,0,NA,NA,NA,NA,NA,NA
570569.8604,1677202.756,0,0,0,0,0,0,0,NA,NA
570567.4308,1677210.101,0,0,0,0,0,0,0,0,0
570573.42,1677199.001,0,0,0,0,0,0,0,0,NA
570574.8476,1677194.155,0,1,0,NA,NA,NA,NA,NA,NA
570563.6567,1677205.859,0,0,0,0,0,0,0,0,0
570575.5006,1677193.248,1,1,1,NA,NA,NA,NA,NA,NA
570561.5985,1677210.474,0,0,0,0,0,0,0,0,0
570568.2662,1677196.378,0,0,0,NA,NA,NA,NA,NA,NA
570561.9506,1677199.664,0,0,0,NA,NA,NA,NA,NA,NA
570557.8372,1677205.188,0,0,0,0,0,0,0,NA,NA
570557.8052,1677206.421,0,0,0,NA,NA,NA,NA,NA,NA
570559.8763,1677195.25,0,0,0,NA,NA,NA,NA,NA,NA
570556.8737,1677207.309,0,0,0,NA,NA,NA,NA,NA,NA
570556.9217,1677209.593,0,0,0,NA,NA,NA,NA,NA,NA
570558.567,1677198.014,0,0,0,NA,NA,NA,NA,NA,NA
570555.0011,1677192.646,0,0,0,0,0,0,0,0,0
570552.9108,1677201.249,0,0,0,NA,NA,NA,NA,NA,NA
570553.154,1677195.184,0,0,0,0,0,0,0,NA,NA
570549.4441,1677210.521,0,0,0,0,0,0,0,NA,NA
570549.7097,1677200.561,0,0,0,0,0,0,0,0,0
570548.1636,1677201.979,0,0,0,0,0,NA,NA,NA,NA
570547.1521,1677196.305,0,0,0,NA,NA,NA,NA,NA,NA
570545.0298,1677208.898,0,0,0,0,0,0,0,0,0
570541.8095,1677197.376,0,0,0,0,0,0,0,NA,NA
570542.7666,1677191.643,0,0,0,NA,NA,NA,NA,NA,NA
570534.0565,1677202.847,0,1,0,1,1,0,0,0,NA
570539.8792,1677191.546,0,0,0,NA,NA,NA,NA,NA,NA
570533.6948,1677208.239,0,1,1,NA,NA,NA,NA,NA,NA
570539.86,1677194.49,0,0,0,NA,NA,NA,NA,NA,NA
570533.5092,1677208.227,0,1,0,NA,NA,NA,NA,NA,NA
570530.1128,1677204.865,0,1,1,NA,NA,NA,NA,NA,NA
570529.7255,1677204.08,1,0,0,0,NA,NA,NA,NA,NA
570529.7479,1677202.941,1,0,0,0,0,0,0,0,0
570523.9316,1677198.563,0,1,0,1,1,1,1,0,0
570518.8707,1677204.213,0,0,0,NA,NA,NA,NA,NA,NA
570518.6946,1677193.084,0,0,0,0,0,0,0,0,0
570516.7484,1677205.783,0,0,0,NA,NA,NA,NA,NA,NA
570514.6517,1677208.019,0,0,0,0,1,NA,NA,NA,NA
570515.0583,1677203.105,0,0,0,NA,NA,NA,NA,NA,NA
570513.5285,1677194.467,0,0,0,0,0,NA,NA,NA,NA
570512.9767,1677203.569,0,0,0,NA,NA,NA,NA,NA,NA
570508.3284,1677205.988,0,0,0,0,0,0,0,0,1
570489.6124,1677193.871,0,0,0,0,0,0,0,0,0
570493.0876,1677202.581,0,0,0,0,0,0,0,0,0
570485.4737,1677201.538,0,0,0,NA,NA,NA,NA,NA,NA
570481.4034,1677206.841,0,0,0,0,0,NA,NA,NA,NA
570481.4502,1677192.963,0,0,0,0,0,NA,NA,NA,NA
570473.2363,1677196.117,0,0,0,0,0,0,0,NA,NA
570473.7858,1677205.42,0,0,0,0,0,0,0,0,0
570468.6445,1677204.289,0,0,0,0,0,0,0,0,0
570467.3147,1677199.479,0,0,0,0,0,1,0,0,0
570462.3271,1677204.661,0,0,0,NA,NA,NA,NA,NA,NA
570465.9583,1677201.278,0,0,0,NA,NA,NA,NA,NA,NA
570465.777,1677201.48,0,0,0,NA,NA,NA,NA,NA,NA
570455.3524,1677212.726,0,1,1,1,1,0,1,1,NA
570457.6609,1677195.944,0,0,0,0,0,0,0,0,0
570454.04,1677200.364,0,0,0,0,NA,NA,NA,NA,NA
570450.6429,1677208.92,0,0,0,0,0,0,0,0,0
570448.1193,1677203.821,0,0,0,0,0,0,0,0,0
570454.7429,1677206.636,0,0,0,NA,NA,NA,NA,NA,NA
570458.5634,1677194.556,0,0,0,NA,NA,NA,NA,NA,NA
570441.4728,1677207.992,0,0,0,0,0,NA,NA,NA,NA
570437.9033,1677199.005,0,0,0,0,0,0,0,0,0
570431.5583,1677205.891,0,0,0,0,0,0,0,0,0
570431.9606,1677209.543,0,0,0,NA,NA,NA,NA,NA,NA
570435.7442,1677203.034,0,0,0,0,0,0,0,0,0
570434.8232,1677202.536,0,0,0,0,0,0,0,0,NA
570419.4556,1677198.09,1,0,0,0,0,NA,NA,NA,NA
570419.8464,1677210.155,0,0,0,0,0,0,0,0,NA
570419.14,1677202.915,0,0,0,0,0,0,0,0,NA
570406.2092,1677197.573,0,0,0,0,0,0,0,NA,NA
570406.0542,1677206.429,0,0,0,0,0,0,0,0,0
570403.6782,1677195.147,0,0,0,0,0,0,0,0,0
570398.3516,1677193.948,0,0,0,NA,NA,NA,NA,NA,NA
570397.5822,1677193.303,0,0,0,0,1,1,1,1,NA
570394.8141,1677202.676,0,0,0,0,0,0,0,0,0
570391.0315,1677188.275,0,0,0,0,0,NA,NA,NA,NA
570385.5614,1677192.037,0,0,0,0,0,0,0,NA,NA
570378.6334,1677194.615,0,0,1,0,0,0,0,0,0
570390.8201,1677184.654,0,0,0,0,0,NA,NA,NA,NA
570375.4853,1677190.316,0,0,0,0,0,0,0,0,0
570374.1367,1677195.098,1,1,1,1,1,NA,NA,NA,NA
570381.724,1677189.489,0,0,0,0,0,0,0,NA,NA
570368.6221,1677180.96,0,0,0,0,0,0,0,NA,NA
570369.2379,1677186.648,0,0,0,0,0,0,0,0,0
570363.4263,1677182.512,0,0,0,0,0,0,0,0,0
570345.7932,1677186.154,0,0,1,1,1,0,0,0,0
570348.7946,1677175.661,0,0,0,0,1,1,0,0,0
570341.3887,1677183.612,0,0,0,NA,NA,NA,NA,NA,NA
570345.0882,1677175.1,0,0,0,0,0,0,0,0,0
570341.432,1677175.656,0,0,0,0,0,1,0,NA,NA
570335.8585,1677185.576,0,0,0,0,NA,NA,NA,NA,NA
570341.9371,1677179.192,0,0,0,NA,NA,NA,NA,NA,NA
570608.5932,1677187.655,0,0,0,0,0,0,0,0,0
570607.4696,1677182.164,0,0,0,NA,NA,NA,NA,NA,NA
570609.6879,1677187.918,0,0,0,NA,NA,NA,NA,NA,NA
570606.2436,1677185.028,0,0,0,NA,NA,NA,0,1,NA
570608.3403,1677193.815,0,0,0,0,0,0,0,NA,NA
570601.0483,1677180.977,0,0,0,1,1,1,1,1,1
570599.8799,1677191.542,0,0,0,0,0,0,0,0,0
570597.271,1677191.464,0,0,0,0,0,0,0,0,0
570596.5316,1677179.442,0,1,1,1,1,NA,NA,NA,NA
570593.8907,1677183.352,0,0,0,NA,NA,NA,NA,NA,NA
570597.6295,1677189.777,0,0,0,NA,NA,NA,NA,NA,NA
570592.3958,1677180.592,0,1,0,NA,NA,NA,NA,NA,NA
570593.8523,1677189.241,0,0,0,NA,NA,NA,NA,NA,NA
570586.8708,1677175.189,0,0,0,NA,NA,NA,NA,NA,NA
570586.954,1677175.289,0,0,0,0,0,0,0,0,0
570593.6122,1677186.089,0,0,0,NA,NA,NA,NA,NA,NA
570588.2889,1677189.727,0,1,1,0,0,1,1,1,1
570585.3247,1677179.362,0,0,0,NA,NA,NA,NA,NA,NA
570584.5436,1677182.446,0,0,1,1,1,1,1,1,NA
570582.0308,1677178.668,0,1,1,NA,NA,NA,NA,NA,NA
570575.7503,1677188.038,0,0,0,0,0,NA,NA,NA,NA
570576.9795,1677178.713,1,1,1,0,0,NA,NA,NA,NA
570572.2259,1677189.61,0,0,0,NA,NA,NA,NA,NA,NA
570574.9212,1677180.571,0,0,0,0,0,NA,NA,NA,NA
570572.2579,1677177.353,0,0,0,0,0,0,0,0,0
570573.3303,1677175.999,0,0,0,NA,NA,NA,NA,NA,NA
570561.6753,1677190.429,0,0,0,0,0,0,0,0,0
570569.505,1677178.691,0,0,0,NA,NA,NA,NA,NA,NA
570564.0984,1677184.983,0,0,0,NA,NA,NA,NA,NA,NA
570569.6491,1677182.787,0,0,0,0,0,0,0,0,0
570561.3039,1677184.893,0,0,0,0,0,0,0,0,0
570565.4141,1677177.564,0,0,0,0,0,0,0,NA,NA
570565.9999,1677174.562,0,0,0,NA,NA,NA,NA,NA,NA
570557.8308,1677187.798,0,0,0,NA,NA,NA,NA,NA,NA
570557.1906,1677190.416,0,0,0,0,0,0,0,0,0
570562.1458,1677177.537,0,0,0,NA,NA,NA,NA,NA,NA
570560.5997,1677181.71,0,0,0,NA,NA,NA,NA,NA,NA
570553.6086,1677184.286,0,0,0,0,0,0,0,0,0
570556.9985,1677173.014,0,0,0,NA,NA,NA,NA,NA,NA
570554.3192,1677182.813,0,0,0,0,0,0,0,NA,NA
570552.7443,1677176.247,0,0,0,NA,NA,NA,0,NA,NA
570549.1815,1677186.463,0,0,0,0,0,0,0,0,0
570550.0426,1677181.674,0,0,0,0,0,0,0,0,0
570548.6918,1677191.276,0,0,0,0,0,0,0,0,0
570545.4555,1677173.482,0,0,0,0,0,0,0,0,0
570546.4062,1677188.939,0,0,0,0,0,0,0,0,0
570533.2434,1677179.607,0,0,0,NA,NA,NA,NA,NA,NA
570543.1315,1677188.056,0,0,0,0,1,1,1,1,1
570530.0008,1677180.247,0,0,0,NA,NA,NA,NA,NA,NA
570541.467,1677183.289,0,0,0,NA,NA,NA,1,1,1
570536.0796,1677186.637,0,0,0,0,0,0,0,NA,NA
570528.7395,1677174.271,0,0,0,NA,NA,NA,NA,NA,NA
570529.7735,1677189.829,0,0,0,0,0,0,0,0,0
570525.897,1677171.897,0,0,0,NA,NA,NA,NA,NA,NA
570525.817,1677181.869,0,0,0,0,0,0,0,0,0
570511.2709,1677179.155,0,0,0,NA,NA,NA,NA,NA,NA
570511.9646,1677184.483,0,0,0,0,0,0,0,NA,NA
570507.6036,1677178.859,0,0,0,0,0,0,0,0,0
570504.566,1677177.384,0,0,0,NA,NA,NA,NA,NA,NA
570503.4705,1677187.092,0,0,0,0,0,0,0,0,0
570503.305,1677188.897,0,0,0,0,0,0,0,0,0
570502.5925,1677172.338,0,0,0,0,0,0,0,1,0
570494.0619,1677189.862,0,0,0,NA,NA,NA,NA,NA,NA
570497.6779,1677175.627,0,0,0,0,0,0,0,0,0
570493.4783,1677186.413,0,0,0,0,0,NA,NA,NA,NA
570489.7968,1677175.358,0,0,0,0,0,NA,NA,NA,NA
570486.9636,1677176.039,0,0,0,NA,NA,NA,NA,NA,NA
570478.0573,1677183.303,0,0,0,0,0,NA,NA,NA,NA
570480.195,1677177.104,0,0,0,0,0,0,0,0,0
570477.2971,1677180.527,0,0,0,0,0,NA,NA,NA,NA
570471.1305,1677186.928,0,0,0,0,0,0,0,0,NA
570470.0716,1677181.721,0,0,0,0,0,0,0,0,NA
570457.558,1677185.475,0,0,0,0,0,0,0,0,0
570461.9815,1677178.825,0,0,0,0,0,0,0,0,0
570457.3279,1677190.022,0,0,0,0,0,0,0,NA,NA
570451.4725,1677181.488,0,0,0,0,0,0,0,0,0
570450.8911,1677187.571,0,0,0,0,0,0,0,0,0
570448.1436,1677178.335,0,0,0,0,0,0,0,0,0
570448.009,1677192.597,0,0,0,0,0,0,0,1,1
570446.1799,1677192.921,0,0,0,0,0,0,0,1,NA
570436.9199,1677182.844,0,0,0,0,0,0,0,0,0
570446.1512,1677189.997,0,0,0,0,1,1,1,0,NA
570434.3084,1677178.128,0,0,0,0,0,0,0,0,NA
570440.8231,1677188.502,0,0,0,0,0,0,0,NA,NA
570438.9554,1677194.209,0,0,0,0,0,0,0,0,0
570430.3046,1677180.878,0,0,0,0,0,0,0,0,NA
570431.8537,1677189.352,0,0,0,0,0,0,0,0,NA
570428.9855,1677195.793,0,0,0,0,0,0,0,0,0
570427.3412,1677186.948,0,0,0,0,0,0,0,NA,NA
570420.99,1677183.443,0,0,0,0,0,0,0,0,0
570420.6765,1677182.166,0,0,0,NA,NA,NA,NA,NA,NA
570418.6797,1677186.845,0,0,0,0,0,0,0,0,0
570416.8979,1677185.229,0,0,0,0,0,NA,NA,NA,NA
570416.8979,1677185.229,0,0,0,0,0,NA,NA,NA,NA
570417.7611,1677178.273,0,0,0,0,0,0,0,0,0
570415.4421,1677177.942,0,0,0,0,0,NA,NA,NA,NA
570416.3901,1677189.321,0,0,0,NA,NA,NA,NA,NA,NA
570412.4551,1677176.148,0,0,0,NA,NA,NA,NA,NA,NA
570410.7794,1677189.652,0,0,0,0,0,0,0,0,0
570405.731,1677174.801,0,0,0,0,0,0,0,0,0
570404.5524,1677185.82,0,0,0,0,0,NA,NA,NA,NA
570409.2199,1677189.286,0,0,0,0,0,0,0,0,0
570401.6071,1677180.646,0,0,0,0,0,0,0,0,0
570399.3389,1677179.907,0,0,0,0,0,0,0,0,0
570396.6552,1677179.472,0,0,0,0,0,0,0,0,NA
570390.1254,1677172.755,0,0,0,0,0,0,0,NA,NA
570387.3892,1677178.069,0,0,0,0,0,0,0,NA,NA
570385.1123,1677172.834,0,0,0,NA,NA,NA,NA,NA,NA
570387.3873,1677183.409,0,0,0,0,0,NA,NA,NA,NA
570384.183,1677165.869,1,1,1,NA,NA,NA,NA,NA,NA
570383.2565,1677180.182,0,0,0,0,0,0,0,0,0
570376.6991,1677165.319,1,1,1,1,1,0,0,0,0
570370.8233,1677170.829,0,0,0,NA,NA,NA,NA,NA,NA
570361.9611,1677173.019,0,0,0,0,0,NA,NA,NA,NA
570363.9089,1677163.408,0,0,0,0,0,0,0,0,0
570357.9216,1677169.055,0,0,0,0,1,0,0,NA,NA
570358.856,1677161.526,0,0,0,0,1,0,0,0,0
570350.2877,1677162.868,0,0,0,0,0,0,0,0,NA
570350.2244,1677170.225,0,0,0,0,0,NA,NA,NA,NA
570345.697,1677171.715,0,0,0,0,0,0,0,0,0
570345.4088,1677155.78,0,0,0,0,0,0,0,0,0
570342.6592,1677170.33,0,0,0,0,0,1,0,0,NA
570337.2848,1677161.149,0,0,0,0,0,0,0,0,0
570341.971,1677169.029,0,0,0,0,0,0,0,0,NA
570335.5414,1677165.309,0,0,0,0,0,0,0,NA,NA
570334.2364,1677161.372,0,0,0,0,0,0,0,0,0
570610.1681,1677172.176,0,0,0,0,0,0,0,NA,NA
570606.8678,1677170.626,0,0,0,0,0,0,0,0,NA
570608.6059,1677161.809,0,0,0,0,0,NA,NA,NA,NA
570606.298,1677157.855,0,0,0,0,0,0,0,0,0
570603.369,1677175.62,0,0,0,NA,NA,NA,NA,NA,NA
570604.6526,1677166.678,0,0,0,0,0,0,0,1,1
570600.9426,1677165.481,0,1,1,NA,NA,NA,NA,NA,NA
570601.1827,1677165.877,1,1,1,NA,NA,NA,NA,NA,NA
570600.264,1677157.454,0,0,0,NA,NA,NA,NA,NA,NA
570591.9732,1677170.967,1,1,1,1,1,1,1,1,1
570597.463,1677159.263,0,0,0,NA,NA,NA,NA,NA,NA
570591.3202,1677174.629,0,0,0,NA,NA,NA,1,1,1
570596.2658,1677159.089,0,0,0,0,0,0,0,0,0
570595.4304,1677164.545,0,0,0,0,0,0,0,0,0
570592.9303,1677165.234,0,0,1,NA,NA,NA,NA,NA,NA
570585.9168,1677171.705,0,0,0,NA,NA,NA,NA,NA,NA
570585.9616,1677166.671,0,0,0,NA,NA,NA,NA,NA,NA
570590.7184,1677157.58,0,0,0,0,0,0,0,0,1
570579.6748,1677169.674,1,1,1,NA,NA,NA,NA,NA,NA
570579.822,1677170.064,0,0,0,NA,NA,NA,NA,NA,NA
570587.4853,1677163.637,0,0,0,0,0,0,0,0,0
570585.5999,1677158.285,0,0,0,NA,NA,NA,NA,NA,NA
570578.7273,1677172.557,0,0,0,NA,NA,NA,NA,NA,NA
570583.3047,1677158.798,0,0,0,0,0,NA,NA,NA,NA
570581.4481,1677158.674,0,0,0,NA,NA,NA,NA,NA,NA
570574.2938,1677173.878,0,0,0,NA,NA,NA,NA,NA,NA
570580.9264,1677159.21,0,0,0,0,0,1,1,NA,NA
570570.11,1677167.233,0,0,0,NA,NA,NA,NA,NA,NA
570578.0166,1677163.007,0,0,0,0,1,1,1,0,0
570573.3591,1677159.182,0,0,0,0,0,0,1,1,1
570560.7021,1677167.843,0,1,0,NA,NA,NA,NA,NA,NA
570566.051,1677162.117,0,0,0,0,0,0,0,NA,NA
570551.1629,1677168.825,0,0,0,0,0,0,0,0,0
570558.2084,1677161.121,0,0,0,NA,NA,NA,NA,NA,NA
570550.2794,1677163.73,0,0,0,NA,NA,NA,NA,NA,NA
570559.5273,1677155.507,0,0,0,NA,NA,NA,NA,NA,NA
570554.46,1677163.057,0,0,0,0,NA,NA,NA,NA,NA
570546.0604,1677164.78,0,0,0,NA,NA,NA,NA,NA,NA
570543.6276,1677164.808,0,0,0,NA,NA,NA,NA,NA,NA
570555.9229,1677156.028,0,0,0,NA,NA,NA,NA,NA,NA
570555.0042,1677155.872,0,0,0,NA,NA,NA,NA,NA,NA
570542.885,1677170.27,0,0,0,NA,NA,NA,NA,NA,NA
570544.4375,1677155.93,0,0,0,0,0,NA,NA,NA,NA
570542.1679,1677159.865,0,0,0,0,0,0,0,0,0
570540.1321,1677157.829,0,0,0,0,0,0,0,0,0
570537.6993,1677160.613,0,0,0,NA,NA,NA,NA,NA,NA
570531.6781,1677170.191,0,0,0,0,0,0,0,0,0
570531.8413,1677168.586,0,0,0,0,0,NA,NA,NA,NA
570534.6678,1677153.665,0,0,0,0,NA,NA,NA,NA,NA
570529.1012,1677168.879,0,0,0,NA,NA,NA,NA,NA,NA
570528.2593,1677162.456,0,0,0,0,0,0,0,0,0
570524.258,1677156.774,1,1,1,NA,NA,NA,NA,NA,NA
570521.3867,1677162.95,0,0,0,NA,NA,NA,NA,NA,NA
570519.6869,1677157.611,1,1,1,1,1,1,1,1,1
570524.4789,1677162.87,1,0,0,NA,NA,NA,NA,NA,NA
570520.3559,1677168.488,0,0,0,0,0,NA,NA,NA,NA
570515.991,1677165.404,0,0,0,0,0,0,0,0,0
570513.1872,1677159.759,1,1,1,1,1,NA,NA,NA,NA
570511.005,1677161.43,0,0,0,0,0,0,0,1,1
570496.3986,1677157.316,0,0,0,0,0,0,0,0,0
570489.912,1677159.116,0,0,0,0,0,0,0,0,0
570493.7478,1677167.233,0,0,0,NA,NA,NA,NA,NA,NA
570491.0912,1677167.24,0,0,0,0,0,0,0,NA,NA
570487.491,1677155.141,0,0,0,0,0,NA,NA,NA,NA
570477.1911,1677160.431,0,0,0,0,0,NA,NA,NA,NA
570478.9165,1677158.888,0,0,0,0,0,0,0,NA,NA
570493.1534,1677171.996,0,0,0,0,0,0,0,NA,NA
570481.995,1677164.513,0,0,0,NA,NA,NA,NA,NA,NA
570478.4656,1677168.926,0,0,0,0,0,0,0,0,0
570475.1264,1677164.736,0,0,0,0,0,0,0,0,0
570467.3026,1677160.972,0,0,0,0,0,NA,NA,NA,NA
570466.3162,1677172.465,0,0,0,0,0,NA,NA,NA,NA
570466.0333,1677171.636,0,0,0,0,0,0,0,0,0
570465.3607,1677159.133,0,0,0,0,0,NA,NA,NA,NA
570461.6204,1677160.73,0,0,0,0,0,0,0,0,0
570461.1138,1677165.109,0,0,0,0,0,0,0,0,0
570462.242,1677168.046,0,0,0,0,0,NA,NA,NA,NA
570444.1124,1677159.661,0,0,0,0,0,0,0,0,0
570449.5285,1677170.116,1,1,0,NA,NA,NA,NA,NA,NA
570433.0662,1677163.591,0,0,0,0,0,0,0,0,0
570446.2995,1677167.806,0,0,0,0,1,1,1,0,NA
570444.3031,1677169.746,1,1,1,1,1,1,1,1,NA
570429.4388,1677167.35,0,0,0,0,0,0,0,0,NA
570430.2979,1677170.874,0,0,0,0,0,0,0,0,0
570427.0911,1677170.827,0,0,0,0,0,0,0,NA,NA
570427.4657,1677170.816,0,0,0,NA,NA,NA,NA,NA,NA
570422.9815,1677164.351,0,0,0,0,0,0,0,NA,NA
570420.7702,1677174.563,0,0,0,0,0,0,0,0,NA
570414.5563,1677162.258,0,0,0,0,0,0,0,0,NA
570418.3189,1677176.06,0,0,0,0,0,0,0,NA,NA
570410.5337,1677168.049,0,0,0,0,0,0,0,0,0
570409.0576,1677160.926,0,0,0,NA,NA,NA,NA,NA,NA
570401.8759,1677164.787,0,0,0,0,0,NA,NA,NA,NA
570385.785,1677160.567,0,0,0,0,0,0,0,0,0
570387.0435,1677152.707,0,0,0,0,0,0,0,NA,NA
570387.2563,1677152.514,0,0,0,0,0,0,0,0,0
570372.2662,1677156.919,0,0,0,0,0,0,0,NA,NA
570376.1065,1677151.076,0,0,0,0,NA,NA,NA,NA,NA
570373.7578,1677148.703,0,0,0,0,0,0,0,0,0
570367.0118,1677152.097,0,0,0,0,0,NA,NA,NA,NA
570362.2815,1677154.461,0,0,0,0,0,0,0,NA,NA
570362.9119,1677147.099,0,0,0,0,0,0,0,0,0
570354.7997,1677147.809,0,0,0,NA,NA,NA,NA,NA,NA
570346.232,1677147.625,0,0,0,0,NA,NA,NA,NA,NA
570346.8317,1677141.271,0,0,0,0,0,0,0,0,0
570340.0838,1677150.004,0,0,0,NA,NA,NA,NA,NA,NA
570339.2435,1677149.168,0,0,0,0,1,NA,NA,NA,NA
570340.1263,1677144.337,0,0,0,0,0,0,0,0,0
570611.234,1677145.165,0,0,0,NA,NA,NA,NA,NA,NA
570608.3018,1677144.59,0,0,0,0,0,0,0,0,0
570608.7532,1677151.176,0,0,0,NA,NA,NA,NA,NA,NA
570603.7819,1677146.76,0,0,0,0,0,NA,NA,NA,NA
570596.5731,1677142.29,0,0,0,0,0,1,0,NA,NA
570593.6314,1677152.832,0,0,0,NA,NA,NA,NA,NA,NA
570582.4116,1677140.018,0,0,0,NA,NA,NA,NA,NA,NA
570578.5511,1677144.893,0,0,0,NA,NA,NA,NA,NA,NA
570593.8234,1677156.456,0,0,0,NA,NA,NA,NA,NA,NA
570588.6793,1677150.983,0,0,0,NA,NA,NA,0,1,1
570584.4507,1677154.883,0,0,0,0,1,1,1,0,1
570582.5653,1677149.531,0,0,0,NA,NA,NA,NA,NA,NA
570579.5499,1677151.611,0,0,0,0,0,0,0,1,1
570575.222,1677138.115,0,0,0,NA,NA,NA,NA,NA,NA
570578.135,1677147.146,0,0,0,NA,NA,NA,NA,NA,NA
570573.6407,1677149.983,0,0,0,0,0,0,0,0,NA
570568.1349,1677138.88,0,0,0,NA,NA,NA,NA,NA,NA
570563.7782,1677139.445,0,0,0,NA,NA,NA,NA,NA,NA
570571.1823,1677146.589,0,0,0,0,0,0,0,0,0
570561.211,1677140.795,0,0,0,NA,NA,NA,NA,NA,NA
570559.4824,1677144.006,0,0,0,NA,NA,NA,NA,NA,NA
570566.4223,1677145.608,0,0,0,0,0,NA,NA,NA,NA
570566.7072,1677149.237,0,0,0,0,0,NA,NA,NA,NA
570558.5605,1677136.533,0,0,0,0,0,0,0,0,0
570553.9446,1677139.647,0,0,0,NA,NA,NA,NA,NA,NA
570559.9754,1677149.265,0,0,0,0,0,0,0,NA,NA
570549.684,1677142.025,0,0,0,0,0,0,0,0,0
570557.8179,1677150.262,0,0,0,NA,NA,NA,NA,NA,NA
570555.6348,1677150.592,0,0,0,NA,NA,NA,NA,NA,NA
570542.3087,1677140.109,0,0,0,NA,NA,NA,NA,NA,NA
570542.0943,1677140.38,0,0,0,NA,NA,NA,NA,NA,NA
570540.6026,1677142.181,0,0,0,NA,NA,NA,NA,NA,NA
570545.6955,1677146.321,0,0,0,0,0,0,0,0,0
570539.4246,1677141.818,0,0,0,0,0,0,0,0,0
570542.0943,1677148.647,0,0,0,NA,NA,NA,NA,NA,NA
570543.3971,1677147.783,0,0,0,NA,NA,NA,NA,NA,NA
570545.4746,1677148.492,0,0,0,NA,NA,NA,NA,NA,NA
570542.7473,1677150.496,0,0,0,0,0,0,0,0,0
570531.1883,1677136.424,0,0,0,0,0,0,0,0,0
570538.3458,1677145.072,0,0,0,0,0,0,0,0,0
570537.5808,1677143.406,0,0,0,0,0,0,0,0,0
570526.4059,1677136.582,0,0,0,0,0,0,0,0,0
570527.1069,1677140.714,0,0,0,0,0,0,0,0,0
570533.3874,1677147.878,0,0,0,0,0,0,0,0,0
