UTM_x,UTM_y,S2004,S2005,S2006,S2007,S2008,S2009,S2010,S2011,S2012
570756.2097,1677155.677,0,0,0,0,0,0,0,0,0
570758.5468,1677148.554,0,0,0,0,0,0,0,0,0
570761.8493,1677157.46,0,0,0,NA,NA,NA,NA,NA,NA
570766.282,1677156.526,0,0,0,0,NA,NA,NA,NA,NA
570772.3827,1677156.686,0,0,0,0,0,0,0,NA,NA
570780.8836,1677151.708,0,0,0,NA,NA,NA,NA,NA,NA
570778.4194,1677159.013,0,0,0,0,0,0,0,1,1
570783.3618,1677152.607,0,0,0,NA,NA,NA,NA,NA,NA
570789.6362,1677157.039,0,0,0,0,0,0,0,0,0
570797.4689,1677156.129,0,0,0,0,0,0,0,NA,NA
570797.182,1677160.244,0,0,0,0,0,0,0,0,0
570807.1442,1677156.435,0,0,0,0,0,0,0,0,0
570803.221,1677151.898,0,0,0,0,0,0,0,0,0
570798.3767,1677146.458,0,0,0,0,NA,NA,NA,NA,NA
570794.6114,1677146.289,0,0,0,0,0,0,0,0,0
570786.6205,1677144.61,0,0,0,0,0,0,0,0,0
570781.5688,1677142.8,0,0,0,0,0,0,0,0,0
570778.3743,1677147.445,0,0,0,0,NA,NA,NA,NA,NA
570775.2451,1677145.181,0,0,0,0,0,0,0,0,0
570763.919,1677138.347,0,0,0,NA,NA,NA,NA,NA,NA
570759.5652,1677141.169,0,0,0,0,0,NA,NA,NA,NA
570754.5437,1677146.28,0,0,0,NA,NA,NA,NA,NA,NA
570755.1001,1677144.669,0,0,0,NA,NA,NA,NA,NA,NA
570754.7517,1677139.685,0,0,0,0,0,0,0,0,0
570753.8467,1677137.498,0,0,0,NA,NA,NA,NA,NA,NA
570754.8794,1677137.131,0,0,0,0,0,0,0,0,0
570751.1298,1677138.052,0,0,0,0,0,0,0,0,0
570749.4611,1677140.514,0,0,0,0,0,0,0,0,NA
570747.0298,1677142.882,0,0,0,0,0,0,0,0,0
570740.9461,1677137.881,0,0,0,0,0,0,0,0,0
570739.6898,1677143.161,0,0,0,NA,NA,NA,NA,NA,NA
570734.1151,1677135.653,0,0,0,0,0,0,0,0,0
570731.81,1677141.99,0,0,0,0,0,0,0,0,0
570722.8512,1677134.954,0,0,0,NA,NA,NA,NA,NA,NA
570723.9786,1677137.563,0,0,0,NA,NA,NA,NA,NA,NA
570717.5126,1677136.666,0,0,0,0,0,NA,NA,NA,NA
570715.821,1677133.364,0,0,0,NA,NA,NA,NA,NA,NA
570811.6924,1677161.411,0,0,0,0,0,0,0,0,0
570817.1998,1677163.427,0,0,0,0,0,NA,0,0,0
570823.7839,1677159.154,0,0,0,0,0,NA,NA,NA,NA
570823.6181,1677163.082,0,0,0,0,0,0,0,0,0
570829.5935,1677156.273,0,0,0,NA,NA,NA,NA,NA,NA
570829.1413,1677162.239,0,0,0,0,0,NA,NA,NA,NA
570831.5171,1677160.441,0,0,0,0,0,0,0,0,0
570829.3706,1677164.041,0,0,0,0,0,0,0,0,0
570841.9742,1677166.383,0,0,0,0,0,0,0,0,0
570842.481,1677160.028,0,0,0,0,0,0,0,0,0
570842.3672,1677167.02,0,0,0,0,NA,NA,NA,NA,NA
570846.2501,1677164.113,0,0,0,0,0,0,0,0,0
570857.9612,1677162.504,0,0,0,0,0,NA,NA,NA,NA
570856.7376,1677165.717,0,0,0,0,0,NA,NA,NA,NA
570866.4568,1677160.425,0,0,0,0,0,NA,0,0,0
570873.127,1677167.903,0,0,0,0,0,0,0,0,0
570875.2311,1677166.666,0,0,0,0,0,0,0,0,0
570885.8277,1677167.494,0,0,0,0,0,0,0,0,0
570889.2614,1677166.41,0,0,0,0,0,0,0,0,0
570888.6885,1677170.487,0,0,0,0,0,NA,NA,NA,NA
570898.9335,1677169.696,0,0,0,0,0,NA,NA,NA,NA
570900.5465,1677171.954,0,0,0,0,0,NA,NA,NA,NA
570902.0718,1677164.532,0,0,0,0,0,NA,NA,NA,NA
570902.4622,1677168.623,0,0,0,0,0,0,0,0,0
570902.6097,1677171.008,0,0,0,0,0,NA,NA,NA,NA
570902.5551,1677171.396,0,0,0,0,0,0,0,0,0
570906.0506,1677160.255,0,0,0,0,0,NA,NA,NA,NA
570897.9354,1677161.687,0,0,0,0,0,NA,NA,NA,NA
570892.1567,1677159.541,0,0,0,0,0,0,0,0,NA
570889.4303,1677158.339,0,0,0,NA,NA,NA,NA,NA,NA
570883.0645,1677161.058,0,0,0,0,0,NA,NA,NA,NA
570882.7444,1677153.72,0,0,0,0,0,0,0,0,0
570878.2366,1677157.64,0,0,0,0,0,0,0,0,0
570871.7648,1677156.992,0,0,0,0,0,0,0,0,0
570871.1576,1677152.383,0,0,0,0,0,0,0,0,0
570868.4953,1677156.22,0,0,0,0,0,NA,NA,NA,NA
570863.6673,1677152.802,0,0,0,0,0,0,0,0,0
570852.7732,1677150.658,0,0,0,0,0,0,0,0,0
570848.6353,1677149.885,0,0,0,0,0,0,0,0,0
570845.1995,1677153.731,0,0,0,0,0,NA,NA,NA,NA
570835.2829,1677150.812,0,0,0,0,0,0,0,0,0
570840.7803,1677148.091,0,0,0,0,0,NA,NA,NA,NA
570832.1488,1677150.45,0,0,0,0,0,NA,NA,NA,NA
570830.6959,1677151.861,0,0,0,0,0,NA,0,0,0
570828.0114,1677148.986,0,0,0,0,0,0,0,0,0
570825.5516,1677154.129,0,0,0,0,0,NA,NA,NA,NA
570821.877,1677150.745,0,0,0,0,0,0,0,0,0
570826.7652,1677146.179,0,0,0,0,0,0,0,0,0
570819.9776,1677150.526,0,0,0,0,0,0,0,0,0
570814.3322,1677151.553,0,0,0,0,0,0,0,0,0
570908.7794,1677166.815,0,0,0,0,0,NA,NA,NA,NA
570909.7052,1677175.463,0,0,0,0,0,NA,NA,NA,NA
570912.4519,1677173.478,0,0,0,0,0,0,0,0,0
570916.8188,1677174.585,0,0,0,0,0,0,0,0,0
570919.2272,1677170.044,0,0,0,NA,NA,NA,NA,NA,NA
570919.7257,1677175.023,0,0,0,0,0,NA,NA,NA,NA
570927.3023,1677171.138,0,0,0,0,0,0,0,0,NA
570926.2383,1677177.623,0,0,0,0,0,NA,NA,NA,NA
570932.2213,1677176.635,0,0,0,0,0,0,0,NA,NA
570936.1698,1677171.881,0,0,0,0,0,NA,NA,NA,NA
570938.6048,1677177.517,0,0,0,0,0,0,0,0,0
570942.1349,1677173.183,0,0,0,0,0,NA,NA,NA,NA
570942.1972,1677178.779,0,0,0,0,0,NA,0,0,0
570943.8042,1677180.971,0,0,0,0,0,NA,NA,NA,NA
570948.1267,1677176.286,0,0,0,0,0,NA,NA,NA,NA
570956.5757,1677181.638,0,0,0,0,0,0,0,0,0
570957.5595,1677184.412,0,0,0,0,0,0,0,0,0
570962.7367,1677180.783,0,0,0,0,0,0,1,1,1
570970.0284,1677186.319,0,0,0,0,0,NA,NA,NA,NA
570969.5031,1677179.541,0,0,0,0,0,0,1,1,1
570975.5617,1677182.955,1,1,1,1,1,1,1,NA,NA
570976.6078,1677187.137,0,1,1,1,1,1,1,0,0
570981.4066,1677182.44,0,1,1,1,1,1,1,0,0
570983.5923,1677188.728,0,0,0,0,0,NA,NA,NA,NA
570992.5177,1677187.786,0,0,0,0,0,NA,NA,NA,NA
570993.7642,1677171.961,0,0,0,0,0,NA,NA,NA,NA
570988.9832,1677178.556,0,0,0,0,0,NA,NA,NA,NA
570986.3835,1677171.593,0,0,0,0,0,NA,NA,NA,NA
570983.1027,1677171.086,0,0,0,0,0,0,0,0,0
570980.0979,1677175.916,0,0,0,0,0,NA,NA,NA,NA
570978.7402,1677168.883,0,0,0,0,0,NA,NA,NA,NA
570977.1999,1677173.285,0,0,0,NA,NA,NA,NA,NA,NA
570973.6475,1677176.817,0,0,0,0,0,NA,NA,NA,NA
570969.9528,1677169.352,0,0,0,NA,NA,NA,NA,NA,NA
570967.9184,1677173.962,0,0,0,0,0,1,1,0,1
570966.0755,1677169.134,0,0,0,0,0,0,0,0,0
570957.8668,1677173.699,0,0,0,0,0,0,NA,NA,NA
570958.8105,1677167.491,0,0,0,0,0,0,0,0,0
570952.0531,1677164.447,0,0,0,0,0,0,0,0,0
570953.9449,1677169.783,0,0,0,0,0,0,0,0,0
570950.0587,1677167.568,0,0,0,NA,NA,NA,NA,NA,NA
570944.7569,1677164.194,0,0,0,NA,NA,NA,NA,NA,NA
570942.3353,1677167.835,0,0,0,0,0,NA,NA,NA,NA
570937.3184,1677165.511,0,0,0,0,0,NA,NA,NA,NA
570933.8061,1677169.649,0,0,0,0,0,NA,NA,NA,NA
570931.5803,1677164.849,0,0,0,0,0,0,0,0,0
570928.0547,1677159.71,0,0,0,NA,NA,NA,NA,NA,NA
570924.3821,1677161.424,0,0,0,NA,NA,NA,NA,NA,NA
570922.2855,1677160.438,0,0,0,0,NA,NA,NA,NA,NA
570919.3875,1677164.09,0,0,0,0,0,0,0,0,0
570918.7464,1677164.869,0,0,0,0,NA,NA,NA,NA,NA
570914.8424,1677162.851,0,0,0,0,0,NA,NA,NA,NA
570913.823,1677158.374,0,0,0,0,0,0,0,0,NA
570910.974,1677162.534,0,0,0,0,0,0,0,0,1
571012.6672,1677186.398,0,0,0,0,0,NA,NA,NA,NA
571014.4756,1677186.466,0,0,0,0,0,NA,NA,NA,NA
571015.7236,1677193.902,0,0,0,0,0,0,0,1,1
571020.358,1677187.057,0,0,0,0,0,NA,NA,NA,NA
571021.5507,1677193.694,0,0,0,0,0,NA,NA,NA,NA
571018.6061,1677195.367,0,0,0,0,0,NA,0,1,1
571026.6324,1677193.14,0,0,0,NA,NA,NA,NA,NA,NA
571029.645,1677195.813,0,0,0,NA,NA,NA,NA,NA,NA
571038.993,1677193.852,0,0,0,0,0,NA,NA,NA,NA
571052.7027,1677198.082,0,0,0,1,0,NA,NA,NA,NA
571060.3235,1677198.235,0,0,0,0,0,0,0,0,NA
571067.5765,1677198.117,0,0,0,1,1,1,1,1,NA
571069.2657,1677204.362,0,0,0,0,0,1,1,1,NA
571071.3218,1677197.59,0,0,0,1,1,1,1,1,1
571075.1255,1677201.602,0,0,0,1,1,0,0,NA,NA
571078.9017,1677202.36,0,0,0,0,0,0,0,0,0
571082.7933,1677204.619,0,0,0,0,0,NA,NA,NA,NA
571091.301,1677208.001,0,0,0,0,0,NA,NA,NA,NA
571096.8178,1677198.774,0,0,0,0,0,NA,NA,NA,NA
571089.103,1677192.893,0,0,0,0,0,0,0,0,0
571087.6707,1677191.031,0,0,0,0,0,0,0,0,0
571084.1808,1677194.07,0,0,0,0,0,0,0,0,0
571078.471,1677191.939,0,0,0,0,0,NA,NA,NA,NA
571077.1102,1677192.453,0,0,0,0,0,0,0,0,0
571076.2022,1677187.743,0,0,0,0,0,NA,NA,NA,NA
571070.7772,1677187.539,0,0,0,0,0,0,0,0,0
571070.1472,1677188.692,0,0,0,0,0,NA,NA,NA,NA
571069.4713,1677194.56,0,0,0,0,1,0,0,0,NA
571064.1249,1677187.088,0,0,0,NA,NA,NA,NA,NA,NA
571063.1564,1677187.386,0,0,0,NA,NA,NA,NA,NA,NA
571059.4193,1677185.848,0,0,0,0,0,0,0,0,0
571062.0785,1677193.666,0,0,0,0,0,0,0,0,0
571058.3869,1677193.121,0,0,0,0,0,0,0,NA,NA
571054.8664,1677189.166,0,0,0,0,0,0,0,NA,NA
571050.3628,1677185.8,0,0,0,NA,NA,NA,NA,NA,NA
571042.9764,1677186.679,0,0,0,0,0,0,0,1,1
571040.377,1677185.271,0,0,0,0,1,1,1,1,1
571030.0008,1677181.12,0,0,0,0,NA,NA,NA,NA,NA
571026.0896,1677179.251,0,0,0,NA,NA,NA,NA,NA,NA
571016.9564,1677182.633,0,0,0,0,0,1,1,1,NA
571012.8124,1677181.604,0,0,0,0,1,1,1,NA,NA
571012.5702,1677176.929,0,0,0,0,0,NA,NA,NA,NA
571007.3606,1677166.729,0,1,1,1,0,0,1,0,0
571009.0339,1677165.687,0,0,0,0,0,0,1,0,NA
571011.7325,1677167.017,0,0,0,NA,NA,NA,NA,NA,NA
571013.2268,1677165.742,0,1,1,1,1,1,1,0,NA
571014.4443,1677166.183,1,1,1,1,1,1,1,0,0
571018.0982,1677169.378,0,0,0,NA,NA,NA,NA,NA,NA
571021.2057,1677166.36,1,1,1,1,1,1,1,0,0
571022.3754,1677175.355,0,0,0,0,0,0,0,0,1
571026.3795,1677175.372,0,0,0,0,0,0,NA,NA,NA
571031.6421,1677171.213,0,0,0,0,0,NA,NA,NA,NA
571034.2448,1677170.653,0,0,0,0,0,NA,NA,NA,NA
571039.9821,1677176.038,0,1,1,1,0,0,0,0,0
571047.9677,1677172.72,1,1,1,1,1,NA,NA,NA,NA
571050.432,1677173.019,1,1,1,1,1,1,1,1,1
571053.9314,1677175.493,0,0,1,NA,NA,NA,NA,NA,NA
571060.5589,1677182.14,0,0,0,NA,NA,NA,NA,NA,NA
571060.4611,1677184.089,0,0,0,NA,NA,NA,NA,NA,NA
571061.539,1677177.809,1,0,0,0,0,0,0,0,0
571071.292,1677179.177,0,0,0,0,0,NA,0,0,0
571078.4439,1677182.976,0,0,0,0,0,0,0,0,0
571088.013,1677184.21,0,0,0,NA,NA,NA,NA,NA,NA
571092.4176,1677181.945,0,0,0,0,0,0,0,0,NA
571092.1393,1677181.79,0,0,0,NA,NA,NA,NA,NA,NA
571096.4913,1677188.177,0,0,0,0,0,0,0,0,0
571097.7317,1677186.26,0,0,0,NA,NA,NA,NA,NA,NA
571098.0766,1677188.889,1,0,0,0,0,0,0,0,0
571095.4731,1677176.161,0,0,0,0,0,0,0,0,0
571092.2912,1677173.061,0,0,0,NA,NA,NA,NA,NA,NA
571079.6068,1677171.202,0,0,0,0,0,0,0,0,0
571069.9609,1677173.398,0,0,0,0,0,NA,NA,NA,NA
571062.0065,1677172.292,0,0,0,NA,NA,NA,NA,NA,NA
571061.064,1677173.973,0,0,0,0,0,0,0,0,0
571060.2862,1677170.47,0,0,0,0,0,0,0,0,0
571053.0595,1677166.263,1,1,1,0,0,0,0,0,0
571050.5756,1677166.354,1,1,0,0,0,0,0,0,0
571046.9574,1677164.348,0,0,0,0,NA,NA,NA,NA,NA
571041.7001,1677162.701,0,0,0,0,0,0,0,0,0
571037.6956,1677168.393,0,0,0,0,0,NA,NA,NA,NA
571032.6907,1677165.518,0,0,0,NA,NA,NA,NA,NA,NA
571030.7571,1677164.145,0,0,0,0,0,NA,NA,NA,NA
571030.2948,1677163.855,0,0,0,NA,NA,NA,NA,NA,NA
571029.7626,1677163.059,0,0,0,NA,NA,NA,NA,NA,NA
571029.2808,1677163.159,0,0,0,NA,NA,NA,NA,NA,NA
571028.008,1677161.919,0,0,0,NA,NA,NA,NA,NA,NA
571028.9893,1677165.168,0,0,0,NA,NA,NA,NA,NA,NA
571021.4956,1677162.481,0,1,0,0,1,1,1,0,0
571014.3728,1677163.807,0,1,1,1,1,1,1,1,1
571011.9724,1677156.533,0,0,0,0,0,0,0,0,0
571006.0851,1677156.039,0,0,0,0,0,0,0,0,0
571005.7206,1677153.801,0,0,0,0,0,NA,NA,NA,NA
570993.466,1677163.728,0,0,0,0,0,NA,NA,NA,NA
570986.8465,1677168.587,0,0,0,0,0,0,0,0,NA
570984.643,1677164.59,0,0,0,0,0,NA,NA,NA,NA
570985.52,1677160.165,0,0,0,0,0,NA,NA,NA,NA
570975.4639,1677158.904,0,0,0,0,0,1,0,0,0
570974.6626,1677163.542,0,0,0,0,NA,NA,NA,NA,NA
570964.6154,1677162.183,0,0,0,0,0,0,0,0,0
570962.6612,1677159.627,0,0,0,0,0,0,0,0,0
570964.5353,1677158.877,0,0,0,0,0,0,0,0,0
570960.1995,1677156.38,0,0,0,0,0,0,0,0,0
570958.2185,1677164.59,0,0,0,0,0,NA,NA,NA,NA
570951.5723,1677159.272,0,0,0,0,0,NA,NA,NA,NA
570949.1062,1677155.026,0,0,0,1,1,NA,NA,NA,NA
570942.7761,1677155.651,0,0,0,0,0,0,0,0,0
570939.9538,1677153.234,0,0,0,0,0,0,0,0,0
570937.0781,1677153.5,0,0,0,0,0,0,0,0,0
570933.5301,1677155.936,0,0,0,0,0,0,0,0,0
570934.8255,1677159.466,0,0,0,0,0,0,0,0,0
570931.3489,1677159.022,0,0,0,0,0,0,0,0,0
570931.3445,1677151.742,0,0,0,NA,NA,NA,NA,NA,NA
570927.4894,1677152.325,0,0,0,0,0,0,0,0,0
570923.1803,1677151.628,0,0,0,NA,NA,NA,NA,NA,NA
570922.4991,1677158.084,0,0,0,0,0,NA,NA,NA,NA
570919.9707,1677156.619,0,0,0,0,0,0,0,0,0
570916.1869,1677152.23,0,0,0,NA,NA,NA,NA,NA,NA
570917.0015,1677148.491,0,0,0,0,0,NA,NA,NA,NA
570912.777,1677143.721,0,0,0,0,0,NA,NA,NA,NA
570915.7106,1677143.865,0,0,0,0,0,NA,NA,NA,NA
570920.8923,1677139.139,0,0,0,NA,NA,NA,NA,NA,NA
570924.035,1677146.401,0,0,0,0,NA,NA,NA,NA,NA
570926.6615,1677142.599,0,0,0,0,0,0,0,0,0
570931.2555,1677140.158,0,0,0,0,0,NA,NA,NA,NA
570931.4157,1677148.863,0,0,0,0,1,0,0,0,0
570935.7427,1677140.987,0,0,0,0,0,0,0,0,0
570937.4342,1677145.389,0,0,0,0,0,NA,NA,NA,NA
570939.8826,1677143.548,0,0,0,0,0,0,0,0,0
570940.7106,1677144.898,0,0,0,0,0,NA,NA,NA,NA
570941.6009,1677147.655,0,0,0,0,0,0,0,0,0
570942.8296,1677142.497,0,0,0,NA,NA,NA,NA,NA,NA
570945.171,1677150.21,0,0,0,0,0,0,0,0,0
570948.1358,1677144.775,0,0,0,NA,NA,NA,NA,NA,NA
570952.4805,1677145.08,0,0,0,0,0,0,0,0,0
570958.0762,1677145.217,0,0,0,0,0,NA,NA,NA,NA
570963.7653,1677147.466,0,0,0,0,0,0,0,0,NA
570964.9983,1677153.777,0,0,0,0,0,NA,NA,NA,NA
570969.0804,1677149.646,0,0,0,0,0,0,0,0,0
570971.7246,1677154.024,0,0,1,0,0,0,1,1,0
570972.5927,1677147.603,0,0,0,0,0,0,0,0,0
570975.139,1677155.154,0,0,0,0,0,NA,NA,NA,NA
570974.5959,1677156.948,0,0,0,0,0,NA,NA,NA,NA
570980.9171,1677152.233,0,0,0,1,NA,NA,NA,NA,NA
570981.3622,1677155.706,0,0,0,1,1,NA,NA,NA,NA
570983.3387,1677159.063,0,0,0,0,0,0,0,0,0
570988.28,1677152.797,0,0,0,0,0,NA,NA,NA,NA
570988.9299,1677158.203,0,0,0,0,0,NA,NA,NA,NA
570990.6838,1677159.823,0,0,0,0,0,0,0,0,0
570990.5681,1677152.722,0,0,0,0,0,NA,NA,NA,NA
570995.1666,1677155.467,0,0,0,0,0,NA,1,0,NA
570994.3252,1677159.5,0,0,0,0,0,NA,NA,NA,NA
571003.905,1677156.584,0,0,0,0,0,0,0,0,0
570625.3127,1677119.49,0,0,0,NA,NA,NA,NA,NA,NA
570626.384,1677117.57,0,0,0,NA,NA,NA,NA,NA,NA
570625.5427,1677115.607,0,0,0,NA,NA,NA,NA,NA,NA
570625.0298,1677116.424,0,0,0,NA,NA,NA,NA,NA,NA
570624.978,1677115.537,0,0,0,0,NA,NA,NA,NA,NA
570630.7129,1677115.075,0,0,0,0,0,0,0,0,0
570631.2353,1677116.02,0,0,0,0,0,0,0,0,0
570632.03,1677112.207,0,0,0,NA,NA,NA,NA,NA,NA
570641.0867,1677114.407,0,0,0,0,0,0,0,0,0
570647.8821,1677118.771,0,0,0,NA,NA,NA,NA,NA,NA
570645.1595,1677122.638,0,0,0,0,0,0,0,0,0
570647.8632,1677115.248,0,0,0,NA,NA,NA,NA,NA,NA
570650.635,1677114.712,0,0,0,NA,NA,NA,NA,NA,NA
570651.4168,1677123.121,0,0,0,NA,NA,NA,NA,NA,NA
570654.4703,1677119.589,0,0,0,0,0,NA,NA,NA,NA
570657.16,1677118.358,0,0,0,1,1,1,1,0,0
570660.8248,1677120.671,0,0,0,0,0,0,0,0,0
570663.5334,1677122.963,0,0,0,0,0,0,0,0,0
570671.7508,1677117.724,0,0,0,0,0,0,0,0,0
570673.7221,1677122.858,0,0,0,0,0,NA,NA,NA,NA
570675.2557,1677125.298,0,0,0,0,0,1,1,0,1
570678.1508,1677118.518,0,0,0,0,1,0,0,NA,NA
570684.0227,1677120.225,0,0,0,0,0,0,0,0,0
570685.8487,1677127.493,0,0,0,0,0,0,NA,NA,NA
570699.3044,1677128.576,0,0,0,0,0,0,0,0,0
570701.2379,1677126.664,0,0,0,NA,NA,NA,NA,NA,NA
570703.639,1677124.224,0,0,0,0,0,0,0,0,0
570706.6905,1677126.168,0,0,0,NA,NA,NA,NA,NA,NA
570718.1325,1677122.992,0,0,0,NA,NA,NA,NA,NA,NA
570716.1272,1677114.43,0,0,0,NA,NA,NA,NA,NA,NA
570714.4085,1677112.555,0,0,0,NA,NA,NA,0,0,0
570709.6677,1677120.083,0,0,0,0,0,0,NA,NA,NA
570707.8789,1677116.829,0,0,0,NA,NA,NA,NA,NA,NA
570697.7696,1677120.073,0,0,0,0,0,0,0,0,NA
570687.9525,1677110.542,0,0,0,NA,NA,NA,NA,NA,NA
570681.255,1677109.809,0,0,0,0,0,0,0,0,0
570676.5168,1677114.893,0,0,0,0,0,0,0,0,0
570674.0786,1677113.319,0,0,0,NA,NA,NA,NA,NA,NA
570671.6613,1677109.792,0,0,0,NA,NA,NA,NA,NA,NA
570667.652,1677116.335,0,0,0,NA,NA,NA,NA,NA,NA
570667.7873,1677109.409,0,0,0,0,0,0,NA,NA,NA
570670.3917,1677106.896,0,0,0,0,0,1,1,0,0
570664.9005,1677111.886,0,0,0,0,0,0,0,0,0
570662.1491,1677107.438,0,0,0,NA,NA,NA,NA,NA,NA
570659.2953,1677107.279,0,0,0,NA,NA,NA,0,0,0
570646.9209,1677109.068,0,0,0,0,0,0,0,0,0
570643.2718,1677109.691,0,0,0,0,0,0,0,NA,NA
570636.1392,1677103.818,0,0,0,0,0,0,0,0,0
570632.5449,1677105.915,0,0,0,0,0,0,0,0,0
570629.827,1677101.861,0,0,0,0,0,0,0,0,0
570628.8022,1677109.558,0,0,0,NA,NA,NA,NA,NA,NA
570725.7275,1677131.652,0,0,0,NA,NA,NA,NA,NA,NA
570736.5318,1677127.453,0,0,0,NA,NA,NA,NA,NA,NA
570742.441,1677131.148,0,0,0,NA,NA,NA,NA,NA,NA
570745.8578,1677126.925,0,0,0,0,0,0,0,0,0
570749.5748,1677129.756,0,0,0,0,0,0,0,0,0
570752.1167,1677129.675,0,0,0,NA,NA,NA,NA,NA,NA
570760.8211,1677137.668,0,0,0,NA,NA,NA,NA,NA,NA
570763.919,1677138.347,0,0,0,NA,NA,NA,NA,NA,NA
570766.0813,1677131.103,0,0,0,NA,NA,NA,NA,NA,NA
570768.9089,1677132.836,0,0,0,NA,NA,NA,NA,NA,NA
570768.1137,1677136.493,0,0,0,0,0,0,0,0,0
570777.2978,1677130.908,0,0,0,0,0,0,0,0,0
570778.7263,1677137.014,0,0,0,0,0,0,0,0,0
570779.7431,1677136.744,0,0,0,0,0,0,0,0,0
570784.0022,1677130.946,0,0,0,0,0,0,0,0,0
570787.8942,1677132.711,0,0,0,0,0,0,0,0,0
570792.2786,1677135.031,0,0,0,0,0,NA,NA,NA,NA
570791.7066,1677134.961,0,0,0,0,0,NA,NA,NA,NA
570792.5961,1677136.059,0,0,0,0,0,NA,NA,NA,NA
570807.4663,1677137.303,0,0,0,NA,NA,NA,NA,NA,NA
570809.8167,1677141.349,0,0,0,0,0,NA,0,0,NA
570810.5181,1677131.158,0,0,0,0,0,0,0,0,0
570813.0131,1677127.809,0,0,0,0,0,NA,NA,NA,NA
570805.2282,1677128.429,0,0,0,0,0,0,0,0,0
570792.4704,1677129.719,0,0,0,0,0,NA,NA,NA,NA
570787.4196,1677123.758,0,0,0,0,0,0,0,0,0
570784.0508,1677127.097,0,0,0,0,0,0,0,0,0
570782.701,1677124.065,0,0,0,0,0,NA,NA,NA,NA
570781.6373,1677121.068,0,0,0,0,0,0,0,0,0
570776.9013,1677127.993,0,0,0,0,0,0,0,0,0
570772.248,1677120.797,0,0,0,0,0,0,0,0,0
570767.7517,1677121.526,0,0,0,NA,NA,NA,NA,NA,NA
570759.807,1677126.079,0,0,0,0,0,0,0,0,0
570751.7531,1677121.823,0,0,0,0,0,0,0,0,0
570751.3708,1677126.519,0,0,0,0,0,0,0,0,0
570753.327,1677117.57,0,0,0,NA,NA,NA,NA,NA,NA
570748.0514,1677121.86,0,0,0,0,0,0,0,0,0
570746.2722,1677120.849,0,0,0,0,0,0,0,NA,NA
570740.2827,1677121.197,0,0,0,0,0,0,0,0,0
570726.8419,1677121.908,0,0,0,NA,NA,NA,NA,NA,NA
570726.4128,1677122.151,0,0,0,0,0,0,0,0,0
570726.5097,1677115.641,0,0,0,NA,NA,NA,NA,NA,NA
570720.9003,1677120.779,0,0,0,NA,NA,NA,NA,NA,NA
570814.4663,1677135.486,0,0,0,NA,NA,NA,NA,NA,NA
570816.3344,1677141.424,0,0,0,0,0,0,0,0,0
570832.0197,1677141.753,0,0,0,0,0,NA,NA,NA,NA
570837.4756,1677140.014,0,0,0,0,0,0,0,0,0
570847.4164,1677146.883,0,0,0,0,0,NA,NA,NA,NA
570857.2442,1677141.505,0,0,0,0,0,0,0,0,0
570860.2934,1677146.592,0,0,0,0,0,NA,NA,NA,NA
570867.8792,1677145.494,0,0,0,0,0,0,0,0,0
570874.691,1677145.095,0,0,0,0,0,NA,NA,NA,NA
570876.3706,1677148.939,0,0,0,0,0,NA,NA,NA,NA
570877.4694,1677149.362,0,0,0,NA,NA,NA,NA,NA,NA
570882.4783,1677146.684,0,0,0,0,0,NA,NA,NA,NA
570882.8955,1677151.271,0,0,0,NA,NA,NA,NA,NA,NA
570884.9345,1677146.375,0,0,0,0,0,NA,0,0,0
570884.4475,1677144.346,0,0,0,0,0,NA,0,0,0
570887.8382,1677146.315,0,0,0,0,0,NA,0,0,0
570896.4425,1677144.15,0,0,0,0,0,NA,NA,NA,NA
570899.5199,1677147.663,0,0,0,0,0,0,0,0,0
570906.5207,1677148.667,0,0,0,0,0,0,0,0,0
570906.8728,1677149.596,0,0,0,0,0,0,0,0,0
570908.2197,1677144.818,0,0,0,0,0,0,0,0,0
570907.6383,1677142.087,0,0,0,0,0,0,0,0,0
570908.1839,1677138.203,0,0,0,0,0,NA,0,0,0
570904.1919,1677141.887,0,0,0,NA,NA,NA,NA,NA,NA
570902.1409,1677144.808,0,0,0,0,0,NA,0,0,0
570899.6222,1677138.005,0,0,0,0,0,NA,NA,NA,NA
570891.264,1677137.732,0,0,0,0,0,0,0,0,0
570885.5494,1677140.625,0,0,0,0,0,0,0,0,0
570887.7258,1677133.377,0,0,0,0,0,NA,0,0,0
570882.7584,1677135.074,0,0,0,0,0,NA,NA,NA,NA
570882.7851,1677135.57,0,0,0,NA,NA,NA,NA,NA,NA
570878.3587,1677139.598,0,0,0,NA,NA,NA,NA,NA,NA
570874.3876,1677133.516,0,0,0,0,0,NA,NA,NA,NA
570862.3344,1677138.934,0,0,0,0,0,0,0,0,0
570859.1782,1677131.861,0,0,0,0,0,NA,NA,NA,NA
570853.7616,1677135.38,0,0,0,0,0,NA,NA,NA,NA
570852.9179,1677138.638,0,0,0,0,0,0,0,0,0
570850.3032,1677133.206,0,0,0,0,0,0,0,0,0
570847.8717,1677136.773,0,0,0,0,0,0,NA,NA,NA
570844.4658,1677136.972,0,0,0,0,0,0,0,0,0
570845.5546,1677132.658,0,0,0,0,0,NA,NA,NA,NA
570842.7841,1677135.89,0,0,0,0,0,NA,0,0,0
570839.1877,1677136.758,0,0,0,0,0,NA,NA,NA,NA
